identifiantCandidat,genre,nationalite,serie,mentionAuBac,redoublementTerminale,rangEnTerminale,age,annee
2018583,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,20.0,2018
2018600,F,IVOIRIENNE,F4,ASSEZ-BIEN,NON,1,19.0,2018
2018610,M,IVOIRIENNE,F3,PASSABLE,NON,14,21.0,2018
2018640,M,IVOIRIENNE,C,BIEN,NON,3,19.0,2018
2018647,M,IVOIRIENNE,F7,ASSEZ-BIEN,NON,1,20.0,2018
2018657,M,IVOIRIENNE,D,BIEN,NON,4,23.0,2018
2018661,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,10,21.0,2018
2018665,M,GUINEENNE,C,ASSEZ-BIEN,NON,1,21.0,2018
2018667,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,22.0,2018
2018670,F,IVOIRIENNE,D,BIEN,NON,1,19.0,2018
2018677,M,IVOIRIENNE,D,BIEN,NON,1,20.0,2018
2018682,M,IVOIRIENNE,C,BIEN,NON,5,20.0,2018
2018696,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,20.0,2018
2018705,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,19.0,2018
2018720,M,IVOIRIENNE,D,BIEN,NON,1,24.0,2018
2018740,M,IVOIRIENNE,C,BIEN,NON,12,19.0,2018
2018741,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,20.0,2018
2018747,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,20.0,2018
2018748,M,IVOIRIENNE,C,BIEN,NON,1,20.0,2018
2018755,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,3,21.0,2018
2018760,M,IVOIRIENNE,F2,PASSABLE,NON,4,19.0,2018
2018764,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,4,19.0,2018
2018767,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,18.0,2018
2018774,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,22.0,2018
2018776,M,IVOIRIENNE,D,BIEN,NON,2,23.0,2018
2018784,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,3,23.0,2018
2018791,M,IVOIRIENNE,D,BIEN,NON,2,21.0,2018
2018792,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,19.0,2018
2018795,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,21.0,2018
2018798,M,IVOIRIENNE,B,PASSABLE,NON,2,19.0,2018
2018799,M,IVOIRIENNE,C,BIEN,OUI,4,19.0,2018
2018803,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,1,19.0,2018
2018808,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,20.0,2018
2018829,F,IVOIRIENNE,A1,BIEN,NON,6,20.0,2018
2018834,F,IVOIRIENNE,F1,PASSABLE,NON,12,20.0,2018
2018837,M,IVOIRIENNE,F1,ASSEZ-BIEN,NON,8,19.0,2018
2018841,F,IVOIRIENNE,D,BIEN,NON,4,21.0,2018
2018842,M,IVOIRIENNE,C,PASSABLE,NON,3,22.0,2018
2018846,M,IVOIRIENNE,C,BIEN,NON,1,19.0,2018
2018848,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,20.0,2018
2018861,F,IVOIRIENNE,C,BIEN,NON,8,20.0,2018
2018869,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,20.0,2018
2018874,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,20.0,2018
2018879,M,IVOIRIENNE,F4,BIEN,NON,2,20.0,2018
2018882,M,IVOIRIENNE,F3,ASSEZ-BIEN,NON,1,21.0,2018
2018886,M,IVOIRIENNE,F4,BIEN,NON,1,22.0,2018
2018892,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,20.0,2018
2018906,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,4,20.0,2018
2018908,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,23.0,2018
2018919,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,25,20.0,2018
2018921,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,21.0,2018
2018923,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,4,20.0,2018
2018926,M,IVOIRIENNE,C,BIEN,NON,4,21.0,2018
2018928,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,15,20.0,2018
2018933,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,21.0,2018
2018935,M,IVOIRIENNE,F1,PASSABLE,OUI,3,26.0,2018
2018937,M,IVOIRIENNE,C,BIEN,NON,8,20.0,2018
2018938,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,2,18.0,2018
2018941,F,GUINEENNE,G2,ASSEZ-BIEN,NON,2,21.0,2018
2018943,M,IVOIRIENNE,E,ASSEZ-BIEN,NON,8,21.0,2018
2018947,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,20.0,2018
2018955,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,19.0,2018
2018966,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,19.0,2018
2018969,M,IVOIRIENNE,C,TRES BIEN,NON,2,20.0,2018
2018975,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2018
2018987,M,IVOIRIENNE,C,BIEN,NON,4,20.0,2018
2018996,M,IVOIRIENNE,F3,PASSABLE,NON,1,21.0,2018
20181002,F,IVOIRIENNE,C,BIEN,NON,5,19.0,2018
20181007,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,17,20.0,2018
20181010,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,6,20.0,2018
20181019,M,IVOIRIENNE,C,BIEN,NON,1,20.0,2018
20181022,M,IVOIRIENNE,C,BIEN,NON,5,20.0,2018
20181025,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,21.0,2018
20181030,M,IVOIRIENNE,F1,ASSEZ-BIEN,NON,6,20.0,2018
20181032,M,IVOIRIENNE,E,PASSABLE,NON,4,20.0,2018
20181036,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,17,22.0,2018
20181037,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,15,21.0,2018
20181042,M,IVOIRIENNE,C,BIEN,NON,7,20.0,2018
20181048,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,15,20.0,2018
20181060,M,IVOIRIENNE,C,PASSABLE,NON,2,20.0,2018
20181061,M,IVOIRIENNE,E,PASSABLE,NON,6,22.0,2018
20181065,M,IVOIRIENNE,F7,PASSABLE,NON,3,21.0,2018
20181075,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,20.0,2018
20181077,M,IVOIRIENNE,C,BIEN,NON,15,20.0,2018
20181099,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,23.0,2018
20181101,F,BURKINABE,G2,ASSEZ-BIEN,NON,1,21.0,2018
20181112,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,20.0,2018
20181118,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,20.0,2018
20181133,M,IVOIRIENNE,F2,PASSABLE,NON,1,19.0,2018
20181135,M,IVOIRIENNE,F1,PASSABLE,NON,4,19.0,2018
20181140,M,IVOIRIENNE,C,BIEN,NON,10,21.0,2018
20181144,F,IVOIRIENNE,C,BIEN,NON,1,19.0,2018
20181146,M,IVOIRIENNE,F7,ASSEZ-BIEN,NON,1,19.0,2018
20181148,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,19.0,2018
20181149,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,20.0,2018
20181152,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2018
20181154,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,20.0,2018
20181159,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,1,21.0,2018
20181168,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,5,21.0,2018
20181174,M,IVOIRIENNE,F1,PASSABLE,NON,2,20.0,2018
20181202,M,IVOIRIENNE,E,PASSABLE,NON,3,20.0,2018
20181206,M,IVOIRIENNE,F1,PASSABLE,NON,6,21.0,2018
20181218,M,IVOIRIENNE,C,BIEN,NON,11,20.0,2018
20181219,M,IVOIRIENNE,C,BIEN,NON,4,20.0,2018
20181225,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,22.0,2018
20181228,M,IVOIRIENNE,A2,BIEN,NON,1,20.0,2018
20181235,M,IVOIRIENNE,C,BIEN,NON,2,20.0,2018
20181236,M,IVOIRIENNE,C,BIEN,NON,20,19.0,2018
20181256,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2018
20181257,F,IVOIRIENNE,C,BIEN,NON,3,20.0,2018
20181278,M,IVOIRIENNE,F4,ASSEZ-BIEN,NON,2,20.0,2018
20181289,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,20.0,2018
20181295,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,21.0,2018
20181303,M,IVOIRIENNE,C,BIEN,NON,8,19.0,2018
20181306,F,IVOIRIENNE,D,TRES BIEN,NON,2,18.0,2018
20181309,M,IVOIRIENNE,C,BIEN,NON,3,21.0,2018
20181312,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2018
20181325,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,19.0,2018
20181343,F,IVOIRIENNE,C,BIEN,NON,1,18.0,2018
20181351,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,14,20.0,2018
20181372,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,21.0,2018
20181386,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,17,21.0,2018
20181393,F,IVOIRIENNE,E,PASSABLE,NON,17,22.0,2018
20181398,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,10,20.0,2018
20181421,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,8,20.0,2018
20181433,F,IVOIRIENNE,C,BIEN,OUI,2,19.0,2018
20181455,M,IVOIRIENNE,C,BIEN,NON,3,20.0,2018
20181490,M,IVOIRIENNE,C,BIEN,OUI,1,21.0,2018
20181493,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2018
20181502,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,6,19.0,2018
20181506,F,IVOIRIENNE,D,BIEN,NON,1,20.0,2018
20181521,M,IVOIRIENNE,D,BIEN,NON,3,20.0,2018
20181525,M,IVOIRIENNE,D,BIEN,NON,1,19.0,2018
20181527,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,7,19.0,2018
20181536,F,IVOIRIENNE,G2,ASSEZ-BIEN,NON,4,22.0,2018
20181537,F,IVOIRIENNE,C,PASSABLE,NON,17,20.0,2018
20181551,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,11,19.0,2018
20181553,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,20.0,2018
20181559,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,23.0,2018
20181571,M,IVOIRIENNE,F3,ASSEZ-BIEN,OUI,2,24.0,2018
20181577,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,20.0,2018
20181583,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,23.0,2018
20181586,F,IVOIRIENNE,D,BIEN,NON,1,20.0,2018
20181588,M,IVOIRIENNE,C,BIEN,NON,10,21.0,2018
20181604,M,IVOIRIENNE,E,PASSABLE,NON,11,20.0,2018
20181610,M,BENINOISE,C,BIEN,NON,6,20.0,2018
20181612,F,SENEGALAISE,D,BIEN,NON,1,21.0,2018
20181613,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,19.0,2018
20181624,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,21.0,2018
20181635,M,IVOIRIENNE,F3,PASSABLE,NON,6,21.0,2018
20181637,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,21.0,2018
20181642,F,IVOIRIENNE,C,PASSABLE,NON,3,20.0,2018
20181649,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,11,20.0,2018
20181651,M,IVOIRIENNE,C,BIEN,NON,15,21.0,2018
20181653,M,IVOIRIENNE,D,BIEN,NON,4,20.0,2018
20181655,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,23.0,2018
20181657,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,21.0,2018
20181682,M,IVOIRIENNE,F3,PASSABLE,NON,4,20.0,2018
20181696,F,IVOIRIENNE,D,BIEN,NON,8,20.0,2018
20181732,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,11,22.0,2018
20181749,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,23.0,2018
20181751,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,22.0,2018
20181757,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,21.0,2018
20181762,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2018
20181770,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2018
20181773,M,IVOIRIENNE,D,BIEN,NON,1,19.0,2018
20181777,M,IVOIRIENNE,C,PASSABLE,NON,1,21.0,2018
20181778,M,IVOIRIENNE,C,BIEN,NON,2,20.0,2018
20181782,M,IVOIRIENNE,C,TRES BIEN,NON,1,21.0,2018
20181788,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,21,20.0,2018
20181802,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,22.0,2018
20181807,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,21.0,2018
20181813,M,IVOIRIENNE,C,BIEN,NON,1,20.0,2018
20181820,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2018
20181824,F,IVOIRIENNE,D,BIEN,NON,15,19.0,2018
20181827,M,IVOIRIENNE,D,BIEN,NON,7,18.0,2018
20181829,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2018
20181832,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,1,20.0,2018
20181841,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,20.0,2018
20181849,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,23.0,2018
20181850,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,20.0,2018
20181857,F,IVOIRIENNE,C,BIEN,NON,9,21.0,2018
20181858,M,IVOIRIENNE,C,BIEN,NON,1,21.0,2018
20181863,M,IVOIRIENNE,C,BIEN,NON,1,20.0,2018
20181866,M,IVOIRIENNE,C,BIEN,NON,1,21.0,2018
20181870,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,20.0,2018
20181879,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2018
20181883,F,IVOIRIENNE,C,BIEN,NON,1,21.0,2018
20181888,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,20.0,2018
20181905,M,IVOIRIENNE,C,BIEN,NON,3,20.0,2018
20181906,M,IVOIRIENNE,C,BIEN,NON,19,20.0,2018
20181910,F,IVOIRIENNE,G2,BIEN,NON,1,19.0,2018
20181930,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,18,20.0,2018
20181934,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,4,19.0,2018
20181938,F,IVOIRIENNE,D,BIEN,NON,1,20.0,2018
20181952,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,20.0,2018
20181956,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,20.0,2018
20181966,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,19.0,2018
20181972,M,IVOIRIENNE,C,BIEN,NON,1,19.0,2018
20181977,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,20.0,2018
20181990,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,25,22.0,2018
20181993,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,5,22.0,2018
20181999,M,IVOIRIENNE,G2,BIEN,NON,1,22.0,2018
20182004,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,23.0,2018
20182011,F,IVOIRIENNE,C,BIEN,NON,10,20.0,2018
20182023,M,IVOIRIENNE,F3,PASSABLE,NON,8,23.0,2018
20182035,M,IVOIRIENNE,D,BIEN,NON,1,20.0,2018
20182039,M,IVOIRIENNE,B,PASSABLE,NON,1,21.0,2018
20182040,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,20.0,2018
20182044,M,IVOIRIENNE,F3,ASSEZ-BIEN,NON,3,22.0,2018
20182051,M,IVOIRIENNE,C,PASSABLE,OUI,3,23.0,2018
20182052,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,7,20.0,2018
20182061,M,IVOIRIENNE,C,BIEN,NON,17,21.0,2018
20182063,M,IVOIRIENNE,BT ELECTRONIQUE,ASSEZ-BIEN,NON,6,19.0,2018
20182065,F,IVOIRIENNE,D,BIEN,OUI,1,21.0,2018
20182071,M,IVOIRIENNE,D,BIEN,NON,4,20.0,2018
20182072,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,4,21.0,2018
20182093,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,22.0,2018
20182101,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,13,20.0,2018
20182136,F,IVOIRIENNE,D,BIEN,NON,5,20.0,2018
20182141,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,19.0,2018
20182158,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2018
20182159,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,21.0,2018
20182168,M,IVOIRIENNE,F7,ASSEZ-BIEN,NON,3,23.0,2018
20182188,M,IVOIRIENNE,B,PASSABLE,NON,2,20.0,2018
20182197,M,IVOIRIENNE,C,BIEN,NON,2,20.0,2018
20182198,M,IVOIRIENNE,F4,ASSEZ-BIEN,NON,3,22.0,2018
20182200,M,IVOIRIENNE,F3,PASSABLE,OUI,9,21.0,2018
20182229,M,IVOIRIENNE,F3,PASSABLE,NON,3,22.0,2018
20182243,M,IVOIRIENNE,D,BIEN,NON,2,22.0,2018
20182247,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,22,20.0,2018
20182249,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,23.0,2018
20182274,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,17,20.0,2018
20182275,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,21.0,2018
20182278,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,20.0,2018
20182284,M,IVOIRIENNE,E,PASSABLE,NON,6,20.0,2018
20182286,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2018
20182290,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,23.0,2018
20182291,M,IVOIRIENNE,E,ASSEZ-BIEN,NON,5,21.0,2018
20182312,M,IVOIRIENNE,C,BIEN,NON,4,20.0,2018
20182324,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,20.0,2018
20182337,F,IVOIRIENNE,D,BIEN,NON,2,22.0,2018
20182342,M,IVOIRIENNE,C,BIEN,NON,1,20.0,2018
20182352,M,BURKINABE,C,BIEN,NON,7,21.0,2018
20182353,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,19.0,2018
20182360,M,IVOIRIENNE,C,BIEN,NON,2,19.0,2018
20182368,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2018
20182382,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,21.0,2018
20182386,M,IVOIRIENNE,C,BIEN,NON,5,19.0,2018
20182396,M,IVOIRIENNE,D,BIEN,NON,27,21.0,2018
20182413,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,18.0,2018
20182425,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,4,26.0,2018
20182433,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2018
20182444,M,IVOIRIENNE,F7,ASSEZ-BIEN,NON,4,20.0,2018
20182466,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,11,20.0,2018
20182480,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,4,21.0,2018
20182483,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,8,20.0,2018
20182491,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,20.0,2018
20182501,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,21.0,2018
20182503,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,20.0,2018
20182504,M,IVOIRIENNE,D,BIEN,NON,5,20.0,2018
20182508,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,24.0,2018
20182521,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2018
20182529,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,6,20.0,2018
20182537,F,IVOIRIENNE,D,BIEN,NON,1,19.0,2018
20182539,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,12,20.0,2018
20182545,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,19.0,2018
20182567,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,23.0,2018
20182572,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2018
20182578,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2018
20182599,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2018
20182619,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,1,20.0,2018
20182620,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,1,20.0,2018
20182625,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,15,20.0,2018
20182632,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2018
20182659,M,IVOIRIENNE,C,BIEN,NON,5,22.0,2018
20182661,M,IVOIRIENNE,F3,PASSABLE,NON,10,18.0,2018
20182669,M,IVOIRIENNE,C,BIEN,NON,28,19.0,2018
20182673,M,IVOIRIENNE,C,BIEN,NON,10,20.0,2018
20182690,M,BENINOISE,D,BIEN,NON,1,21.0,2018
20182697,M,IVOIRIENNE,D,BIEN,OUI,1,24.0,2018
20182700,M,IVOIRIENNE,D,BIEN,NON,1,20.0,2018
20182703,M,IVOIRIENNE,D,BIEN,NON,2,20.0,2018
20182713,M,IVOIRIENNE,D,BIEN,NON,4,20.0,2018
20182720,F,IVOIRIENNE,C,BIEN,NON,1,20.0,2018
20182743,M,IVOIRIENNE,C,BIEN,NON,7,20.0,2018
20182750,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,1,20.0,2018
20182752,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,2,24.0,2018
20182781,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,20,19.0,2018
20182785,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,18,20.0,2018
20182791,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,10,20.0,2018
20182804,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2018
20182819,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,8,20.0,2018
20182820,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2018
20182826,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,18.0,2018
20182828,M,IVOIRIENNE,C,TRES BIEN,NON,2,21.0,2018
20182835,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,23.0,2018
20182836,M,IVOIRIENNE,C,BIEN,NON,9,21.0,2018
20182842,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,19.0,2018
20182844,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,20,20.0,2018
20182845,F,IVOIRIENNE,C,BIEN,NON,3,19.0,2018
20182853,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,20.0,2018
20182858,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,7,20.0,2018
20182863,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,2,21.0,2018
20182868,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2018
20182886,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,19.0,2018
20182908,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,11,20.0,2018
20182912,M,IVOIRIENNE,C,BIEN,NON,9,20.0,2018
20182934,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2018
20182948,F,IVOIRIENNE,D,BIEN,NON,1,22.0,2018
20182958,M,IVOIRIENNE,F7,ASSEZ-BIEN,NON,7,19.0,2018
20182978,M,IVOIRIENNE,F1,PASSABLE,NON,13,20.0,2018
20182980,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,7,22.0,2018
20182983,M,IVOIRIENNE,F4,ASSEZ-BIEN,NON,4,23.0,2018
20182984,M,IVOIRIENNE,C,BIEN,NON,4,21.0,2018
20182988,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,21.0,2018
20183020,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,19.0,2018
20183043,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,23.0,2018
20183051,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,18.0,2018
20183086,M,IVOIRIENNE,D,BIEN,NON,1,21.0,2018
20183096,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,19.0,2018
20183107,M,IVOIRIENNE,C,BIEN,NON,1,21.0,2018
20183108,F,IVOIRIENNE,D,BIEN,NON,2,20.0,2018
20183133,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,7,21.0,2018
20183148,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,21.0,2018
20183161,M,IVOIRIENNE,C,BIEN,NON,17,21.0,2018
20183196,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,13,19.0,2018
20183213,M,IVOIRIENNE,G2,BIEN,NON,5,20.0,2018
20183244,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,22.0,2018
20183276,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,6,20.0,2018
20183277,M,IVOIRIENNE,C,PASSABLE,NON,4,20.0,2018
20183282,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,23.0,2018
20183298,M,IVOIRIENNE,G2,BIEN,NON,2,20.0,2018
20183311,M,IVOIRIENNE,E,PASSABLE,NON,13,20.0,2018
20183315,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,6,20.0,2018
20183320,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,11,19.0,2018
20183331,M,IVOIRIENNE,D,BIEN,NON,2,21.0,2018
20183336,M,IVOIRIENNE,B,PASSABLE,NON,1,21.0,2018
20183347,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,12,20.0,2018
20183352,F,GUINEENNE,C,ASSEZ-BIEN,NON,1,21.0,2018
20183381,F,IVOIRIENNE,A1,ASSEZ-BIEN,OUI,1,22.0,2018
20183383,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,20.0,2018
20183387,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,20.0,2018
20183394,F,IVOIRIENNE,G2,ASSEZ-BIEN,NON,2,20.0,2018
20183406,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,7,20.0,2018
20183409,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,16,21.0,2018
20183412,M,IVOIRIENNE,E,ASSEZ-BIEN,NON,3,21.0,2018
20183417,M,IVOIRIENNE,E,BIEN,NON,2,20.0,2018
20183422,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2018
20183437,M,IVOIRIENNE,C,PASSABLE,NON,4,19.0,2018
20183442,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,21.0,2018
20183450,F,IVOIRIENNE,D,BIEN,NON,4,20.0,2018
20183461,F,IVOIRIENNE,D,BIEN,NON,3,20.0,2018
