identifiantCandidat,genre,nationalite,serie,mentionAuBac,redoublementTerminale,rangEnTerminale,age,annee
20193864,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,18.0,2019
20193874,F,IVOIRIENNE,D,PASSABLE,NON,5,22.0,2019
20193885,F,IVOIRIENNE,D,BIEN,NON,2,20.0,2019
20193894,M,IVOIRIENNE,D,BIEN,NON,5,19.0,2019
20193902,M,IVOIRIENNE,D,BIEN,NON,9,21.0,2019
20193904,M,IVOIRIENNE,C,PASSABLE,NON,1,21.0,2019
20193915,M,IVOIRIENNE,C,PASSABLE,NON,2,19.0,2019
20193922,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,23.0,2019
20193964,M,IVOIRIENNE,G2,BIEN,NON,1,18.0,2019
20193972,M,IVOIRIENNE,D,BIEN,NON,5,19.0,2019
20193975,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,4,19.0,2019
20193978,M,IVOIRIENNE,F7,PASSABLE,NON,7,20.0,2019
20193979,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,19.0,2019
20194011,M,IVOIRIENNE,D,BIEN,NON,8,18.0,2019
20194013,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,7,19.0,2019
20194015,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,4,19.0,2019
20194034,M,IVOIRIENNE,C,BIEN,NON,4,19.0,2019
20194039,F,IVOIRIENNE,G2,ASSEZ-BIEN,NON,1,20.0,2019
20194041,M,IVOIRIENNE,D,BIEN,NON,4,19.0,2019
20194062,M,IVOIRIENNE,F3,PASSABLE,NON,8,22.0,2019
20194071,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
20194088,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,3,22.0,2019
20194106,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,8,17.0,2019
20194109,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,19.0,2019
20194153,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,19.0,2019
20194155,F,IVOIRIENNE,G2,ASSEZ-BIEN,NON,1,20.0,2019
20194163,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,2,22.0,2019
20194167,F,IVOIRIENNE,G2,ASSEZ-BIEN,NON,1,20.0,2019
20194191,M,IVOIRIENNE,D,BIEN,NON,1,21.0,2019
20194202,M,IVOIRIENNE,D,PASSABLE,NON,1,19.0,2019
20194216,F,IVOIRIENNE,B,PASSABLE,NON,1,21.0,2019
20194247,M,IVOIRIENNE,C,PASSABLE,NON,2,19.0,2019
20194251,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,3,18.0,2019
20194268,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,17.0,2019
20194285,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,1,21.0,2019
20194306,F,IVOIRIENNE,C,PASSABLE,NON,1,19.0,2019
20194309,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,10,19.0,2019
20194317,M,IVOIRIENNE,D,TRES BIEN,NON,1,18.0,2019
20194327,M,IVOIRIENNE,C,PASSABLE,NON,1,20.0,2019
20194352,M,IVOIRIENNE,D,BIEN,NON,2,21.0,2019
20194369,F,IVOIRIENNE,D,BIEN,OUI,1,21.0,2019
20194375,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,12,20.0,2019
20194381,F,IVOIRIENNE,D,BIEN,NON,6,19.0,2019
20194387,M,IVOIRIENNE,C,PASSABLE,OUI,2,21.0,2019
20194409,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,7,19.0,2019
20194445,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,2,21.0,2019
20194463,M,IVOIRIENNE,D,BIEN,NON,22,19.0,2019
20194485,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,1,20.0,2019
20194489,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,1,23.0,2019
20194512,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,2,19.0,2019
20194526,M,IVOIRIENNE,D,BIEN,NON,2,21.0,2019
20194570,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,21.0,2019
20194578,M,IVOIRIENNE,BT COMPTABILITE,ASSEZ-BIEN,NON,3,26.0,2019
20194586,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,19.0,2019
20194593,M,IVOIRIENNE,BT COMPTABILITE,ASSEZ-BIEN,NON,17,25.0,2019
20194596,M,IVOIRIENNE,C,PASSABLE,OUI,1,20.0,2019
20194599,M,IVOIRIENNE,D,BIEN,NON,2,21.0,2019
20194641,M,IVOIRIENNE,D,BIEN,NON,1,20.0,2019
20194658,M,IVOIRIENNE,A1,ASSEZ-BIEN,OUI,1,23.0,2019
20194660,M,IVOIRIENNE,D,BIEN,OUI,3,25.0,2019
20194741,M,IVOIRIENNE,C,TRES BIEN,NON,1,18.0,2019
20194747,F,IVOIRIENNE,D,BIEN,NON,1,19.0,2019
20194753,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,19.0,2019
20194776,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,9,18.0,2019
20194782,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,21.0,2019
20194786,M,CAMEROUNAISE,C,PASSABLE,NON,7,20.0,2019
20194820,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,14,20.0,2019
20194824,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,23.0,2019
20194846,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,21.0,2019
20194886,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2019
20194889,F,IVOIRIENNE,C,PASSABLE,NON,12,20.0,2019
20194912,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,1,18.0,2019
20194913,M,IVOIRIENNE,C,PASSABLE,NON,4,19.0,2019
20194926,M,IVOIRIENNE,C,PASSABLE,NON,13,19.0,2019
20194939,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,2,21.0,2019
20194941,M,IVOIRIENNE,B,ASSEZ-BIEN,NON,3,22.0,2019
20194949,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
20194955,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,4,20.0,2019
20194967,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,19.0,2019
20194979,M,IVOIRIENNE,C,PASSABLE,NON,9,20.0,2019
20195005,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
20195013,M,IVOIRIENNE,C,PASSABLE,NON,5,22.0,2019
20195057,M,IVOIRIENNE,C,PASSABLE,NON,5,19.0,2019
20195087,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,1,19.0,2019
20195090,M,IVOIRIENNE,F7,PASSABLE,NON,4,20.0,2019
20195093,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,20.0,2019
20195095,M,IVOIRIENNE,C,PASSABLE,NON,18,18.0,2019
20195161,M,IVOIRIENNE,D,BIEN,NON,1,18.0,2019
20195180,M,IVOIRIENNE,F3,PASSABLE,NON,6,20.0,2019
20195183,M,IVOIRIENNE,F3,PASSABLE,NON,13,19.0,2019
20195195,M,IVOIRIENNE,D,BIEN,NON,19,19.0,2019
20195196,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,19.0,2019
20195261,M,IVOIRIENNE,D,BIEN,NON,1,20.0,2019
20195274,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,19.0,2019
20195327,F,IVOIRIENNE,A1,BIEN,NON,1,18.0,2019
20195346,M,IVOIRIENNE,C,PASSABLE,NON,24,20.0,2019
20195353,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,19.0,2019
20195406,M,IVOIRIENNE,C,PASSABLE,NON,1,18.0,2019
20195409,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,19.0,2019
20195412,M,IVOIRIENNE,D,BIEN,NON,1,19.0,2019
20195417,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,19.0,2019
20195421,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,1,18.0,2019
20195456,M,IVOIRIENNE,A1,BIEN,NON,2,19.0,2019
20195479,F,IVOIRIENNE,G2,ASSEZ-BIEN,NON,4,20.0,2019
20195498,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,2,18.0,2019
20195521,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,2,23.0,2019
20195533,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
20195600,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,5,19.0,2019
20195605,F,IVOIRIENNE,B,PASSABLE,NON,3,19.0,2019
20195653,F,IVOIRIENNE,B,ASSEZ-BIEN,NON,5,20.0,2019
20195680,F,IVOIRIENNE,D,BIEN,NON,4,21.0,2019
20195719,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,9,20.0,2019
20195801,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,22.0,2019
20195807,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,22.0,2019
20195829,M,IVOIRIENNE,C,PASSABLE,NON,18,21.0,2019
20195832,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,14,20.0,2019
20195838,F,IVOIRIENNE,G2,ASSEZ-BIEN,NON,7,23.0,2019
20195893,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,19.0,2019
20195909,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2019
20195922,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,20.0,2019
20195931,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,19.0,2019
20195947,M,IVOIRIENNE,C,BIEN,NON,1,19.0,2019
20195968,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,15,19.0,2019
20195971,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,24.0,2019
20196056,M,IVOIRIENNE,C,PASSABLE,NON,3,21.0,2019
20196064,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,6,20.0,2019
20196066,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,21.0,2019
20196092,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,2,21.0,2019
20196228,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2019
20196285,M,IVOIRIENNE,G2,BIEN,OUI,1,21.0,2019
20196292,M,IVOIRIENNE,C,PASSABLE,NON,1,20.0,2019
20196318,M,BENINOISE,C,ASSEZ-BIEN,OUI,2,19.0,2019
20196328,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,20.0,2019
20196330,F,IVOIRIENNE,G2,BIEN,NON,2,23.0,2019
20196354,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,21.0,2019
20196355,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,19.0,2019
20196384,M,IVOIRIENNE,C,PASSABLE,NON,3,19.0,2019
20196400,M,IVOIRIENNE,ES,ASSEZ-BIEN,NON,3,19.0,2019
20196467,M,IVOIRIENNE,C,PASSABLE,NON,13,20.0,2019
20196490,M,IVOIRIENNE,D,BIEN,NON,1,20.0,2019
20196540,M,IVOIRIENNE,C,PASSABLE,NON,1,22.0,2019
20196548,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2019
20196571,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,24.0,2019
20196641,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
20196658,M,IVOIRIENNE,A2,ASSEZ-BIEN,OUI,1,21.0,2019
20196671,M,IVOIRIENNE,G2,BIEN,NON,1,19.0,2019
20196735,F,IVOIRIENNE,D,BIEN,OUI,6,19.0,2019
20196752,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,1,19.0,2019
20196753,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,1,18.0,2019
20196767,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,19.0,2019
20196799,M,IVOIRIENNE,C,PASSABLE,NON,23,21.0,2019
202059,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,30,18.0,2020
202075,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,15,17.0,2020
202077,F,IVOIRIENNE,C,PASSABLE,NON,7,19.0,2020
202080,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,6,18.0,2020
202084,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,8,18.0,2020
202087,F,IVOIRIENNE,C,ASSEZ-BIEN,OUI,5,19.0,2020
202089,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,21.0,2020
202094,F,BURKINABE,G2,PASSABLE,NON,1,17.0,2020
202095,M,IVOIRIENNE,B,PASSABLE,NON,1,18.0,2020
2020102,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,18.0,2020
2020108,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,18.0,2020
2020113,F,IVOIRIENNE,F7,ASSEZ-BIEN,NON,2,18.0,2020
2020115,M,IVOIRIENNE,F3,PASSABLE,OUI,19,23.0,2020
2020117,M,IVOIRIENNE,C,PASSABLE,NON,1,19.0,2020
2020121,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,4,18.0,2020
2020126,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,7,17.0,2020
2020134,F,IVOIRIENNE,C,BIEN,NON,3,16.0,2020
2020135,M,IVOIRIENNE,C,BIEN,NON,9,18.0,2020
2020144,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,18.0,2020
2020150,F,IVOIRIENNE,G2,PASSABLE,NON,1,17.0,2020
2020153,F,IVOIRIENNE,A1,BIEN,NON,2,18.0,2020
2020154,F,IVOIRIENNE,D,BIEN,NON,4,18.0,2020
2020155,M,IVOIRIENNE,D,BIEN,NON,1,18.0,2020
2020158,F,IVOIRIENNE,F7,PASSABLE,NON,1,20.0,2020
2020159,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,18.0,2020
2020163,M,IVOIRIENNE,C,BIEN,NON,10,19.0,2020
2020184,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,12,18.0,2020
2020185,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,18.0,2020
2020188,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,18.0,2020
2020194,M,IVOIRIENNE,D,BIEN,NON,1,17.0,2020
2020199,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,8,19.0,2020
2020200,F,IVOIRIENNE,B,ASSEZ-BIEN,NON,2,18.0,2020
2020207,F,IVOIRIENNE,D,BIEN,NON,2,18.0,2020
2020215,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,18.0,2020
2020227,M,IVOIRIENNE,D,BIEN,NON,3,17.0,2020
2020229,M,IVOIRIENNE,D,BIEN,NON,10,18.0,2020
2020235,M,IVOIRIENNE,D,BIEN,OUI,1,20.0,2020
2020248,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,4,19.0,2020
2020250,F,IVOIRIENNE,C,BIEN,NON,3,17.0,2020
2020261,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,4,20.0,2020
2020263,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,18.0,2020
2020268,M,IVOIRIENNE,F3,ASSEZ-BIEN,NON,6,18.0,2020
2020269,M,IVOIRIENNE,D,TRES BIEN,NON,1,17.0,2020
2020271,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,8,18.0,2020
2020273,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,18.0,2020
2020285,M,IVOIRIENNE,E,ASSEZ-BIEN,NON,3,20.0,2020
2020290,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,8,19.0,2020
2020301,M,IVOIRIENNE,D,BIEN,NON,2,18.0,2020
2020309,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,19.0,2020
2020310,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,11,17.0,2020
2020317,M,IVOIRIENNE,D,BIEN,NON,1,17.0,2020
2020320,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,19.0,2020
2020328,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,18.0,2020
2020333,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,1,18.0,2020
2020335,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,18.0,2020
2020338,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,18.0,2020
2020343,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,7,19.0,2020
2020346,F,IVOIRIENNE,D,BIEN,OUI,2,19.0,2020
2020355,M,IVOIRIENNE,C,PASSABLE,NON,2,21.0,2020
2020363,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,17.0,2020
2020365,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,25,18.0,2020
2020367,F,IVOIRIENNE,B,ASSEZ-BIEN,NON,1,18.0,2020
2020375,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,17.0,2020
2020376,F,IVOIRIENNE,C,BIEN,OUI,1,19.0,2020
2020379,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,15,18.0,2020
2020384,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,18.0,2020
2020399,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,19.0,2020
2020401,M,IVOIRIENNE,D,BIEN,NON,4,19.0,2020
2020404,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,3,19.0,2020
2020408,F,IVOIRIENNE,D,BIEN,NON,4,18.0,2020
2020411,M,IVOIRIENNE,D,BIEN,NON,3,18.0,2020
2020416,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,4,18.0,2020
2020421,M,IVOIRIENNE,C,PASSABLE,OUI,14,19.0,2020
2020441,F,IVOIRIENNE,C,BIEN,NON,1,16.0,2020
2020451,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,9,18.0,2020
2020454,M,IVOIRIENNE,C,PASSABLE,NON,2,17.0,2020
2020457,F,IVOIRIENNE,C,BIEN,NON,1,18.0,2020
2020461,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,11,18.0,2020
2020469,M,IVOIRIENNE,C,BIEN,NON,1,19.0,2020
2020475,F,IVOIRIENNE,C,ASSEZ-BIEN,OUI,2,18.0,2020
2020476,F,IVOIRIENNE,C,BIEN,NON,10,18.0,2020
2020488,F,IVOIRIENNE,D,BIEN,OUI,1,20.0,2020
2020515,F,IVOIRIENNE,C,BIEN,NON,4,18.0,2020
2020536,M,IVOIRIENNE,C,BIEN,NON,6,19.0,2020
2020538,M,IVOIRIENNE,F3,PASSABLE,NON,11,21.0,2020
2020545,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,20,18.0,2020
2020551,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,18.0,2020
2020555,M,IVOIRIENNE,C,BIEN,NON,2,19.0,2020
2020559,F,IVOIRIENNE,A1,BIEN,NON,1,18.0,2020
2020569,M,IVOIRIENNE,F2,BIEN,NON,7,18.0,2020
2020570,F,IVOIRIENNE,F2,ASSEZ-BIEN,NON,5,17.0,2020
2020572,F,IVOIRIENNE,A1,BIEN,NON,3,19.0,2020
2020581,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,17,17.0,2020
2020595,M,IVOIRIENNE,D,BIEN,OUI,1,22.0,2020
2020599,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,19.0,2020
2020600,M,IVOIRIENNE,D,BIEN,NON,1,18.0,2020
2020603,M,IVOIRIENNE,C,PASSABLE,NON,5,20.0,2020
2020604,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,10,19.0,2020
2020619,F,IVOIRIENNE,D,BIEN,NON,3,18.0,2020
2020623,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,14,18.0,2020
2020626,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,18.0,2020
2020631,M,IVOIRIENNE,F1,PASSABLE,OUI,1,20.0,2020
2020647,M,IVOIRIENNE,F4,PASSABLE,NON,11,16.0,2020
2020649,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,6,18.0,2020
2020653,M,IVOIRIENNE,D,BIEN,NON,1,19.0,2020
2020669,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,1,21.0,2020
2020683,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,19.0,2020
2020701,M,IVOIRIENNE,F1,PASSABLE,NON,10,18.0,2020
2020707,F,IVOIRIENNE,F7,PASSABLE,NON,3,18.0,2020
2020727,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,18.0,2020
2020729,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,4,18.0,2020
2020730,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,16,17.0,2020
2020734,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,1,19.0,2020
2020738,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,20.0,2020
2020751,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,17.0,2020
2020767,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,1,19.0,2020
2020773,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,2,22.0,2020
2020791,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,2,19.0,2020
2020805,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,12,21.0,2020
2020819,F,IVOIRIENNE,F1,PASSABLE,NON,11,18.0,2020
2020823,M,IVOIRIENNE,C,PASSABLE,NON,4,18.0,2020
2020836,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,18.0,2020
2020840,M,IVOIRIENNE,C,PASSABLE,NON,4,17.0,2020
2020842,M,IVOIRIENNE,C,BIEN,NON,11,20.0,2020
2020844,F,IVOIRIENNE,C,BIEN,NON,5,18.0,2020
2020857,M,IVOIRIENNE,BT MAINTENANCE VEHICULES ET ENGINS,ASSEZ-BIEN,NON,3,19.0,2020
2020863,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,1,18.0,2020
2020864,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,16.0,2020
2020881,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,18.0,2020
2020898,F,IVOIRIENNE,C,ASSEZ-BIEN,OUI,1,19.0,2020
2020934,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,19.0,2020
2020945,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,9,18.0,2020
2020953,M,IVOIRIENNE,D,BIEN,NON,2,17.0,2020
2020962,M,IVOIRIENNE,E,BIEN,OUI,1,17.0,2020
2020982,F,IVOIRIENNE,C,BIEN,NON,2,17.0,2020
2020990,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,19.0,2020
2020993,M,IVOIRIENNE,D,BIEN,NON,9,19.0,2020
20201012,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,1,18.0,2020
20201028,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2020
20201032,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,2,20.0,2020
20201033,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,19.0,2020
20201034,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,6,18.0,2020
20201053,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,6,17.0,2020
20201057,F,IVOIRIENNE,D,BIEN,NON,3,18.0,2020
20201067,M,IVOIRIENNE,D,BIEN,NON,1,17.0,2020
20201071,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,17.0,2020
20201072,M,IVOIRIENNE,C,BIEN,NON,11,18.0,2020
20201091,M,IVOIRIENNE,F1,PASSABLE,NON,4,19.0,2020
20201098,F,IVOIRIENNE,D,BIEN,NON,2,18.0,2020
20201111,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,19.0,2020
20201122,M,IVOIRIENNE,F1,PASSABLE,NON,10,20.0,2020
20201130,M,IVOIRIENNE,F7,ASSEZ-BIEN,NON,1,18.0,2020
20201133,M,IVOIRIENNE,BT ELECTRONIQUE,ASSEZ-BIEN,NON,5,18.0,2020
20201135,M,IVOIRIENNE,E,ASSEZ-BIEN,NON,2,17.0,2020
20201137,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,23,19.0,2020
20201139,M,IVOIRIENNE,F3,ASSEZ-BIEN,NON,1,22.0,2020
20201146,M,IVOIRIENNE,C,BIEN,NON,1,18.0,2020
20201169,M,IVOIRIENNE,E,ASSEZ-BIEN,OUI,2,20.0,2020
20201178,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,20.0,2020
20201181,F,IVOIRIENNE,D,BIEN,NON,1,17.0,2020
20201188,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,14,19.0,2020
20201204,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,16.0,2020
20201213,M,IVOIRIENNE,F3,ASSEZ-BIEN,NON,2,17.0,2020
20201215,M,BURKINABE,C,ASSEZ-BIEN,NON,1,18.0,2020
20201232,F,IVOIRIENNE,C,BIEN,NON,1,18.0,2020
20201243,F,IVOIRIENNE,D,BIEN,NON,1,18.0,2020
20201252,M,IVOIRIENNE,B,PASSABLE,NON,1,18.0,2020
20201265,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,17.0,2020
20201268,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,2,19.0,2020
20201269,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,18.0,2020
20201277,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,10,19.0,2020
20201287,M,IVOIRIENNE,C,BIEN,NON,3,17.0,2020
20201325,F,IVOIRIENNE,D,BIEN,NON,1,17.0,2020
20201328,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,20.0,2020
20201340,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,18.0,2020
20201352,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,10,18.0,2020
20201361,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,18.0,2020
20201366,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,17.0,2020
20201377,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,18.0,2020
20201413,M,IVOIRIENNE,D,BIEN,NON,1,18.0,2020
20201418,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,17.0,2020
20201422,M,IVOIRIENNE,G2,ASSEZ-BIEN,OUI,1,21.0,2020
20201426,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,6,19.0,2020
20201434,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,6,18.0,2020
20201438,M,IVOIRIENNE,F1,PASSABLE,OUI,1,21.0,2020
20201450,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,18.0,2020
20201457,M,IVOIRIENNE,C,PASSABLE,NON,1,20.0,2020
20201468,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,18.0,2020
20201471,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,17.0,2020
20201475,M,IVOIRIENNE,C,BIEN,OUI,1,19.0,2020
20201481,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,20.0,2020
20201485,M,IVOIRIENNE,E,PASSABLE,NON,6,21.0,2020
20201491,F,TOGOLAISE,C,ASSEZ-BIEN,NON,1,18.0,2020
20201503,M,IVOIRIENNE,D,BIEN,NON,2,17.0,2020
20201511,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,17.0,2020
20201532,F,IVOIRIENNE,D,BIEN,OUI,1,21.0,2020
20201565,F,IVOIRIENNE,C,ASSEZ-BIEN,OUI,11,19.0,2020
20201569,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,9,18.0,2020
